codigo_unico,descripcion,nombre,categoria,marca,precio_compra,precio_venta,stock_actual
8345,SN,RETEN 28-38-8,REPUESTOS,NA,0.71,1,10
10008,SN,RETEN 30*42*10 -NA,REPUESTOS,NA,0.71,1,10
10010,SN,RETEN 30-42-10.5 - NA,REPUESTOS,NA,1.43,2.01,3
8346,SN,RETEN 30-50-7,REPUESTOS,NA,0.71,1,10
3040105,SN,RETEN 30X40.5X10.5- MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,4.24,5.95,10
9176,SN,RETEN 30X42X4.5 TC/NCB1-HI MOTO - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,3,4.2,4
8243,SN,RETEN 31*43*10.3 - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,3.57,5.01,0
06.152.0003,SN,RETEN 31X43X10.3,REPUESTOS,MOXAL,0.89,1.25,4
8352,SN,RETEN 32-52-11,REPUESTOS,NA,0.71,1,8
8353,SN,RETEN 33*45*11 TUKO CR5 GT(4TTCD5213) - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,3.92,5.5,13
8348,SN,RETEN 35-47-7,REPUESTOS,NA,0.71,1,3
354710,SN,RETEN 35X47X10 DC4/NB1 DOBLE RETENCION - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,3.2,4.5,5
354811,SN,RETEN 35X48X11(DC4/NB1)SOG BARRA DE MOTOS - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,3.2,4.5,0
375011,SN,RETEN 37X50X11 - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,3.93,5.5,2
8350,SN,RETEN 41*53*10.5 - MUNDO RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,2.85,3.99,4
8351,SN,RETEN 41*53*11 - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,5.64,7.91,4
8349,SN,RETEN 41-54-11 (LONCIN GP300)- MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,2.49,3.5,3
10313,SN,RETEN 43*54*11 DC4/NB1 OKAMI - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,3.46,4.85,4
8327,SN,RETEN 6.5-14.5-7 - NA,REPUESTOS,NA,0.39,0.55,11
06.152.0030,SN,RETEN BOMBA DE AGUA 12X24X4 BAJAJ PULSAR200NS(14-17);BAJAJ DOMINAR400(17-19)-MOXAL,REPUESTOS,MOXAL,2.15,3.01,10
39104319-1,SN,RETEN DE ACEITE PEDAL DE CAMBIO PULSAR 200 NS (13-22-5.5)- MOXAL,REPUESTOS,MOXAL,1.78,2.5,7
06.152.0032,SN,RETEN EJE DE CAMBIOS 12*22*9 - MOXAL,REPUESTOS,MOXAL,0.71,1,8
8347,SN,RETEN PORTA CATALINA 30-52-7 IGM WIND (2021) - MOXAL,REPUESTOS,MOXAL,0.71,1,10
06.152.0085,SN,RETEN TELESCOPICA PULSAR160NS(2020);BAJ.BM150(15-16);BAJ.DISCOVER135CC(2010)-ENDURECE-MOXAL,REPUESTOS,MOXAL,1.78,2.5,3
RP10163,SN,RETENEDOR 14X28X7 -EXTREME MAX,REPUESTOS,EXTREME,0.71,1,6
M-RET409,SN,RETENEDOR B.AGUA LX300GY-A/GS/CR6 (ORIGINAL) - LONCIN - RECALDE,REPUESTOS,RECALDE,11.29,15.81,2
8331,SN,RETENEDOR DE ACEITE TC4 PEDAL DE CAMBIOS 20*34*7 - MOXAL,REPUESTOS,MOXAL,0.71,1,0
M02780,SN,RETENEDOR DE BARRA 30*40.5*10.5 YAMAHA YB12 - MOTTOX,REPUESTOS,MOTTOX,2.49,3.49,4
M03724,SN,RETENEDOR DE BARRA TELESCOPICA 27X39X10.5 SUZUKI AX100/YAMAHA RX100- MOTTOX,REPUESTOS,MOTTOX,4.71,6.6,6
M02614,SN,RETENEDOR DE BARRA TELESCOPICA 30*42*11 BAJAJ PULSAR 135 LS/BAJAJ BOXER BM 150/PNS150-MOTTOX,REPUESTOS,MOTTOX,2.01,2.82,6
RTND001,SN,RETENEDOR DE BARRA TELESCOPICA 33*45*8*10.50 SHINERAY SPORT-R/SHINRAY VORTEX-MOTTOX,REPUESTOS,MOTTOX,2.07,2.9,3
16101.124-GEN,SN,RETENEDOR DE BARRA Y GUARDAFANGO SUZUKI GIXXER - MAGIATY,REPUESTOS,MAGIATY,12.78,17.9,1
16101.112-GEN,SN,RETENEDOR DE BARRA Y GUARDAPOLVO BAJAJ DOMINAR 400 - MAGIATY,REPUESTOS,MAGIATY,10.63,14.9,1
2637105,SN,RETENEDOR DE BARRAS 26-37-10.5 - J Y J,REPUESTOS,J Y J,1.42,2,5
8343,SN,RETENEDOR DE BARRAS 27-37-7.5,REPUESTOS,NA,1.78,2.5,6
10006,SN,RETENEDOR DE BARRAS 30*40.5*10.5 - CHINA,REPUESTOS,NA,1.42,2,8
10024,SN,RETENEDOR DE BARRAS 30*40.5*10.5 - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,3.46,4.85,6
M01530,SN,RETENEDOR DE BARRAS 30*42*10.5 HONDA CB110 - MOTTOX,REPUESTOS,MOTTOX,2.49,3.5,11
30405,SN,RETENEDOR DE BARRAS 30-40.5-10.5 - IDIRSA,REPUESTOS,IDIRSA,1.13,1.6,2
M01550,SN,RETENEDOR DE BARRAS TELESCOPICAS STIFF 150 - MOTTOX,REPUESTOS,VARROC,1.99,2.79,3
8329,SN,RETENEDOR DE EJES DE CAMBIO D14-D28-B7 - TUKO,REPUESTOS,MOTO INDUSTRIA S.A TUKO,3.2,4.5,0
M02275,SN,RETENEDOR EJE PIÑON MOTRIZ 25X40X7 AX 100 - MOTTOX,REPUESTOS,MOTTOX,1.78,2.5,10
RET00025,SN,RETENEDOR GN125 32*44*10.5,REPUESTOS,IDIRSA,2.42,3.4,1
M-RET002,SN,RETENEDOR JUEGO YAMAHA FZ16 - STANDARD - RECALDE,REPUESTOS,RECALDE,2.85,3.99,1
M01462,SN,RETENEDOR SET COMPLETO 5PCS SUZUKI GN125 - MOTTOX,REPUESTOS,MOTTOX,3.35,4.7,2
RET00037,SN,RETENEDORES DE MOTOR BAJAJ PULSAR180 4PZS - STANDARD,REPUESTOS,STANDARD,2.54,3.56,0
06.098.0036,SN,RODAMIENTO 6204 2RSC3 (CATALINA/SKR ZAPATA) - MOXAL,REPUESTOS,MOXAL,2.15,3.01,8
RO-4022,SN,RODAMIENTO 6301 LLUC3,REPUESTOS,DAVID Y EMILY,2.58,3.62,8
01906,SN,RODAMIENTO 6303 2RSC3 GA 2 - KOYO,REPUESTOS,MUNDO DEL RULIMAN,7.6,10.64,2
06.098.0032,SN,RODAMIENTO BOLAS 6302 2RSC3 - MOXAL,REPUESTOS,MOXAL,2.15,3.01,2
06.098.0062,SN,RODAMIENTO DE BOLAS 6303 2RS A14 (CHIEF) - MOXAL,REPUESTOS,MOXAL,2.35,3.3,0
9106,SN,RODAMIENTO DE MOTOR 6003 ZC3 - NBC,REPUESTOS,MUNDO DEL RULIMAN,3.35,4.7,7
9101,SN,RODAMIENTO MOTOR 6001 - NA,REPUESTOS,NA,2.25,3.16,3
8332,SN,RTEN 22*34*6.5,REPUESTOS,NA,2.25,3.16,2
9102,SN,RULIMAN 6000 - NTN,REPUESTOS,MUNDO DEL RULIMAN,1.78,2.5,0
9137,SN,RULIMAN 6000 2RSC3 - CMB - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,1.78,2.5,7
9103,SN,RULIMAN 6001 - NTN,REPUESTOS,MUNDO DEL RULIMAN,1.61,2.25,6
8305,SN,RULIMAN 6002 2RS FKD-MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,1.78,2.5,10
9138,SN,RULIMAN 6003 2RS/C3 -FCS (17*35*10MM) - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,2.25,3.16,0
9108,SN,RULIMAN 6003 RS - MOXAL,REPUESTOS,MOXAL,1.78,2.5,0
RUL00057,SN,RULIMAN 6004 -RCP,REPUESTOS,IDIRSA,2.32,3.25,1
9109,SN,RULIMAN 6004 2RS - TWIN,REPUESTOS,NA,1.78,2.5,1
6624790,SN,RULIMAN 6004 2RS/C3 FCS- MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,3.22,4.51,3
10030,SN,RULIMAN 6004 2RSC3 -CMB-MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,2.15,3.01,6
9745,SN,RULIMAN 6004 2RSC3 KOYO(20X42X12MM) - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,6,8.4,1
9112,SN,RULIMAN 6005 2RS - MOTOR 1,REPUESTOS,MOTOR 1,1.78,2.5,1
9111,SN,RULIMAN 6005 2RSC3 - KOYO (ORIGINAL),REPUESTOS,MUNDO DEL RULIMAN,6.56,9.19,4
7316577314796,SN,RULIMAN 6006-2RS1/C3 - SKF,REPUESTOS,MUNDO DEL RULIMAN,7.85,11,3
9117,SN,RULIMAN 6200,REPUESTOS,NA,2.15,3.01,3
9113,SN,RULIMAN 6200 2RS - NTN,REPUESTOS,NA,1.78,2.5,12
9114,SN,RULIMAN 6200 2RSCM - KOYO,REPUESTOS,NA,2.81,3.94,3
8304,SN,RULIMAN 6201 2RS - CMB/FKD - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,1.78,2.5,10
M02863,SN,RULIMAN 6201 2RS - MOTTOX,REPUESTOS,MOTTOX,1.78,2.5,0
9119,SN,RULIMAN 6202 2RS -FBJ-CMB- MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,2.13,3,14
06.098.0034,SN,RULIMAN 6202 2RSC3 - MOXAL,REPUESTOS,MOXAL,1.42,2,0
M00811,SN,RULIMAN 6202-2RS POSTERIOR SUKIDA SKR200/YAMAHA/XTZ125/GN125 - MOTTOX,REPUESTOS,MOTTOX,1.78,2.5,4
9746,SN,RULIMAN 6203 2RSC3 KOYO (17X40X12MM) - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,4.49,6.3,0
M-RUL085,SN,RULIMAN 6203-LLUC3-NBC-RECALDE,REPUESTOS,RECALDE,3.28,4.6,2
9124,SN,RULIMAN 6204 - KOYO,REPUESTOS,MUNDO DEL RULIMAN,2.15,3.01,2
10031,SN,RULIMAN 6204 2RS -FKD-MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,2.32,3.25,5
9125,SN,RULIMAN 6205 2RSC3 - JTEKT-KOYO,REPUESTOS,MUNDO DEL RULIMAN,6.99,9.79,1
9133,SN,RULIMAN 6206 2RS - CMB,REPUESTOS,MUNDO DEL RULIMAN,4.64,6.5,8
M-RUL003,SN,RULIMAN 6222 C3-NACHI-RECALDE,REPUESTOS,RECALDE,7.07,9.9,1
9126,SN,RULIMAN 6300-2RS-NTN,REPUESTOS,MUNDO DEL RULIMAN,1.78,2.5,15
9128,SN,RULIMAN 6301 2RS - FBJ- MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,2.49,3.5,0
9994,SN,RULIMAN 6301 2RS FKD,REPUESTOS,MUNDO DEL RULIMAN,2.49,3.49,9
24790,SN,RULIMAN 6302 2RS/C3 FCS - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,2.35,3.8,0
63033,SN,RULIMAN 6303 2RS FKD - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,2.74,3.85,3
117-614,SN,RULIMAN 6303 2RSC3 FCS (17*47*14 MM) - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,2.76,3.86,0
9129,SN,RULIMAN 6303 C3 - NBC,REPUESTOS,MUNDO DEL RULIMAN,4.03,5.65,2
06.098.0026,SN,RULIMAN 6304 2RS A15- MOXAL,REPUESTOS,MOXAL,1.78,2.5,6
9132,SN,RULIMAN 6304 2RS C3 - SPLENDY DURO,REPUESTOS,MUNDO DEL RULIMAN,2.49,3.49,23
9134,SN,RULIMAN 6305 - JBNW,REPUESTOS,MUNDO DEL RULIMAN,4.28,6.01,4
167973,SN,RULIMAN 6305 C3 KOYO (25X62X17MM) - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,7.42,10.4,1
9751,SN,RULIMAN 6306 C3 KOYO (30X72X19MM) - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,11.02,15.44,1
M02900,SN,RULIMAN DE BOLAS 6006*2/20 EJE DE EMBRAGUE CAJA 6 MARCHAS DY250 TEKKEN/AXXO SCRAMBLER 250-MOTTOX,REPUESTOS,VARROC,3.07,4.3,3
9110,SN,RULIMAN DE MOTOR 6003 - MOXAL,REPUESTOS,MOXAL,2.15,3.01,2
62022,SN,RULIMAN DE MOTOR 6202 C3 KOYO - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,3.17,5,0
69055,SN,RULIMAN S6 6905 2RSC3 FCS(25X42X9MM) - MUNDO DEL RULIMAN,REPUESTOS,MUNDO DEL RULIMAN,5.49,7.7,1
M03334,SN,SET COMPLETO RETENEDORES 5PCS BAJAJ BOXER BM150 - MOTTOX,REPUESTOS,MOTTOX,2.25,3.16,2
50012,SN,5.00/4.50-12 - YUANXING - D MOTO,REPUESTOS,D MOTO,3.57,5.01,3
06.004.0053,SN,AMORTIGUADOR CENTRAL DORADO RESORTE NEGRO 335MM BROS200(2017);RANGER200GY8(10-19)-MOXAL,REPUESTOS,MOXAL,47.15,66,1
06.004.0057,SN,AMORTIGUADOR CENTRAL DORADO RESORTE NEGRO LT:385 SHI.THOR200(2020);XY200GY6E(2020)-MOXAL,REPUESTOS,MOXAL,43.25,60.55,1
06.004.0011,SN,AMORTIGUADOR CENTRAL DORADO RESORTE NEGRO LT320 LE320 GY200(2011);ENDURO200(2007)-MOXAL,REPUESTOS,MOXAL,40.25,56.35,1
06.004.0016,SN,AMORTIGUADOR CENTRAL DORADO RESORTE NEGRO LT340 LE310 RANGER 200GY8(10-19);IGM IM200VEGY4(22-24);SHI.XY200GY8(10-20)-MOXAL,REPUESTOS,MOXAL,42.68,59.75,0
06.004.0056,SN,AMORTIGUADOR CENTRAL DORADO RESORTE ROJO LT:275 LE:244;GP200(2020);XY20018(2020))-MOXAL,REPUESTOS,MOXAL,31.75,44.45,0
7860001111302,SN,AMORTIGUADOR CENTRAL GP200 NUEVO MODELO - EXTREME MAX (RS10014),REPUESTOS,EXTREME,35.71,50.01,2
R200-182309,SN,AMORTIGUADOR GP200 ORIGINAL-SHINERAY,REPUESTOS,SHINERAY,53.56,75,1
06.006.0024,SN,APOYA PIES CENTRAL (INC.PATA DE APOYO) SHINERAY XY150/FX 200;IGM.150EC5(17-23) -MOXAL,ACCESORIOS ,MOXAL,7.36,10.3,0
06.006.0034,SN,APOYA PIES CENTRAL LX1104III(2009) -MOXAL,ACCESORIOS ,MOXAL,9.03,12.65,3
070390010-KA071,SN,APOYA PIES CENTRAL XY150 - DK PARTS,ACCESORIOS ,DK PARTS,7.82,10.95,0
06.006.0044,SN,APOYA PIES DELANTERO DY200 WOLF (2018) - MOXAL,ACCESORIOS ,MOXAL,8.92,12.5,1
06.006.0041,SN,APOYA PIES DELANTERO FX200 (2017) - MOXAL,ACCESORIOS ,MOXAL,6.99,9.8,0
06.006.0008,SN,APOYA PIES DELANTERO I/D GN125(2012);DAY.CRUCERO(14-20):SHI.XY15015(11-20)-MOXAL,ACCESORIOS ,MOXAL,6.85,9.6,1
06.006.0009,SN,APOYA PIES DELANTERO I/D XY200 GY8(2010);DY150EAGLEIII(18-22);RAN.250GY50(2021)-MOXAL,ACCESORIOS ,MOXAL,6.88,9.65,0
06.006.0005,SN,APOYA PIES I/D UNIVERSAL SUZ.AX4(16-22) - MOXAL,ACCESORIOS ,MOXAL,2.5,3.5,3
06.006.0012,SN,APOYA PIES POSTERIOR CGR125 STORM(2011);RANGER200GY8(10-19);ICS.110R(15-18) - MOXAL,ACCESORIOS ,MOXAL,3.22,4.5,1
06.006.0038,SN,APOYA PIES POSTERIOR I/D CG125;SHI.XY15010F(17-20);AX150(13-19)-MOXAL,ACCESORIOS ,MOXAL,3.96,5.55,1
06.006.0065,SN,APOYA PIES POSTERIOR I/D CHIEF II (2021);FAC-370(19-23) -MOXAL,ACCESORIOS ,MOXAL,8.07,11.3,0
070390017-KA071,SN,APOYA PIES POSTERIOR I/D CHIEF II -DK PARTS,ACCESORIOS ,DK PARTS,8.75,12.25,1
06.006.0023,SN,APOYA PIES POSTERIOR I/D GN125(2012);IGM IM150EC5- MOXAL,ACCESORIOS ,MOXAL,3.71,5.2,1
06.006.0035,SN,APOYA PIES POSTERIOR I/D ICS 150S(2014);SHI.XY15010D(13-20)-MOXAL,ACCESORIOS ,MOXAL,2.74,3.85,2
06.006.0057,SN,APOYA PIES POSTERIOR I/D SHI.GP200 (2020) - MOXAL,ACCESORIOS ,MOXAL,5.86,8.21,0
06.006.0071,SN,APOYA PIES POSTERIOR I/D TUKO CR5 250 (2021) - MOXAL,ACCESORIOS ,MOXAL,11.07,15.5,0
8241,SN,APOYA PIES POSTERIOR IZQ/DERECHO CHIEF II - MOXAL,ACCESORIOS ,MOXAL,8.33,11.67,0
3121-115,SN,ARO 1.85X21 - TVR,REPUESTOS,D MOTO,15.81,22.15,0
M02971,SN,ARO DE ASPAS DELANTERO 2.50X17 5H PARA DISCO DE FRENO DAYTONA DY200 WOLF/RANGER SPORT CFZ250- MOTTOX,REPUESTOS,VARROC,81.35,113.91,0
AROS002,SN,ARO DE ASPAS POSTERIOR 2.50X17 PARA TAMBOR DE FRENO SHINERAY GP200 SPORT - MOTTOX,REPUESTOS,MOTTOX,56.37,78.92,1
AROS024,SN,ARO DE ASPAS POSTERIOR DAYTONA DY250 CROSSFIRE /TEKKEN/AXXO XTREEM 250 - MOTTOX,REPUESTOS,MOTTOX,92.42,129.4,0
8441,SN,ARO DE HIERRO J17X2.15 DOT - BRASSINTER,REPUESTOS,BRASSINTER,17.25,24.15,4
8063,SN,ARO DE MAGNESIO DELANTERO FX200 1.40X18,REPUESTOS,NA,34.63,48.5,1
M-ARO023,SN,ARO DE MAGNESIO POSTERIOR 17X4.00 XY250-II SHINERAY CHIEF - RECALDE,REPUESTOS,RECALDE,97.75,128,0
8059,SN,ARO DELANTERO 1.40X17 NIQUELADO,REPUESTOS,NA,13.99,19.6,0
R250-II0801,SN,ARO DELANTERO CHIEF II NEGRO MATE- SHINERAY,REPUESTOS,SHINERAY,89.28,125.01,0
8078,SN,ARO DELANTERO CUADRON MOTOR1 250,REPUESTOS,NA,28,39.2,1
8062,SN,ARO DELANTERO ICS 150 1.40X18 -MOTOX,REPUESTOS,VARROC,43.13,60.4,1
CB200ADV-065,SN,ARO DELANTERO MAGNESIO 2.50X17 DISCO 5H ADV200 NEGRO (ORIGNAL) -DAYTONA,REPUESTOS,TODO MOTO,84.32,118.07,0
8060,SN,ARO DELANTERO RIN 18 SHINERAY XY150 -MOXAL,REPUESTOS,MOXAL,44.64,62.5,1
8064,SN,ARO DELANTERO SHINERAY GP 200,REPUESTOS,NA,47.96,67.15,1
M01219,SN,ARO DELANTERO SOLO RIM 1.60X21 36H -MOTTOX,REPUESTOS,MOTTOX,16.35,22.9,0
M00754,SN,ARO DELANTERO SOLO RIM 1.85X19 36H METALICO NIQUELADO TUNDRA CROSS X200GY/BROS200 PEGASO-MOTTOX,REPUESTOS,MOTTOX,18.46,25.85,1
M01223,SN,ARO DELANTERO SOLO RIN 1.85X19 36H METALICO NEGRO-MOTTOX,REPUESTOS,VARROC,19.57,27.4,2
8066,SN,ARO DELANTERO TUKO CR1 150,REPUESTOS,NA,55.99,78.4,1
8077,SN,ARO DELANTERO TUKO CR5,REPUESTOS,NA,95.71,134.01,2
8050,SN,ARO MAGNECIO POST. TUKO CR1,REPUESTOS,MOTO INDUSTRIA S.A TUKO,71.14,99.61,1
9743,SN,ARO METAL 1.60X17 - D MOTO,REPUESTOS,D MOTO,13.46,18.85,0
ARS00166,SN,ARO METAL REFORZADO 2.15/18 (NEGRO) - RCP-IDIRSA,REPUESTOS,IDIRSA,18.86,26.4,1
ARS00014,SN,ARO METAL REFORZADO 2.15/18 - RCP - IDIRSA,REPUESTOS,IDIRSA,17.14,24,0
06.008.0044.,SN,ARO METALICO 1.60X21 36H XY200GY6E(2020);SHI.THOR 200 (2020);RAN.250GY50(2021)-MOXAL,REPUESTOS,MOXAL,18.5,25.9,1
06.008.0025,SN,ARO METALICO 2.15X18 36H CROMADO 2.15-18 - MOXAL,REPUESTOS,MOXAL,18.38,25.75,1
8061,SN,ARO POST 1.85X18 TAMBOR YAMAHA 125 -MOTOX,REPUESTOS,VARROC,50.35,70.5,0
8052,SN,ARO POST. 2.15X16 XY150 GN SATR -MOXAL,REPUESTOS,MOXAL,49.85,69.8,0
8053,SN,ARO POST. ASPAS 2.15X16 TAMBOR SUZUKI GN125,REPUESTOS,NA,58.68,82.15,0
8079,SN,ARO POST. CUADRON 250 MOTOR 1,REPUESTOS,MOTOR 1,21.06,29.5,2
8065,SN,ARO POST. MAGNECIO LONCIN PRO 3 CR3,REPUESTOS,NA,42.92,60.1,1
8080,SN,ARO POST. PASOLA,REPUESTOS,NA,25,35,1
8051,SN,ARO POST. TUKO CR5 TAMBOR,REPUESTOS,MOTO INDUSTRIA S.A TUKO,46,64.4,1
M01575,SN,ARO POSTERIOR SOLO RIM 2.15X18 32H METALICO NEGRO FACTORY BIKE FX250 T4 - MOTTOX,REPUESTOS,MOTTOX,21.1,29.55,1
M00753,SN,ARO RIN 1.60X21 36H NIQUELADO SHINERAY XY200GY/RANGER CROS200GY-8 - MOTOX,REPUESTOS,VARROC,18.99,26.6,2
M01222,SN,ARO RIN 17 2.15 NEGRO MATE MOTOR1,REPUESTOS,MOTOR 1,22.06,30.9,2
8058,SN,ARO RIN 18 1.60X18 ALUMINIO NEGRO BRILLANTE,REPUESTOS,NA,16.11,22.55,2
8056,SN,ARO RIN 18 2.13 NEGRO MATE-MOXAL,REPUESTOS,MOXAL,16.79,23.5,0
8057,SN,ARO RIN 18 2.15 NIQUELADO,REPUESTOS,NA,13.21,18.5,0
8055,SN,ARO RIN 18 2X15 NIQUELADO -MOXAL,REPUESTOS,MOXAL,18.57,26,0
8054,SN,ARO RIN 21 NIQUELADO -MOXAL,REPUESTOS,MOXAL,15.72,22,0
06.012.0007,SN,BANDA DE TRANSMISION 725X185X72D XC115B(2021)-MOXAL,REPUESTOS,MOXAL,4.71,7.5,1
06.012.0001,SN,BANDA DE TRANSMISION 743X20X30 MT125CC ;SHI. JEIDI(2021)-MOXAL,REPUESTOS,MOXAL,4.03,5.65,0
06.012.0006,SN,BANDA DE TRANSMISION REFORZADA 835X20X30 FATTY150 - MOXAL,REPUESTOS,MOXAL,6.57,9.21,0
BAD00001,SN,BANDA SHINERAY JEDI 150 / SCOOTER 125 (743-20-30) - STANDARD - IDIRSA,REPUESTOS,IDIRSA,4.39,7,1
10103.115-GEN,SN,BARRA DE LEVA COMPLETA BAJAJ PULSAR200NS (ORIGINALJF511228) - MAGIATY,REPUESTOS,MAGIATY,30.36,42.5,2
10086,SN,BARRA DELANTERA GY200 ENDURO - TVR-D MOTO,REPUESTOS,D MOTO,68.57,96,0
67500,SN,BARRA DELANTERO ENDURO;FX200 - D MOTO,REPUESTOS,D MOTO,59.43,83.2,0
R250-II0538,SN,BARRA TELESCOPICA IZQ/DER SET CHIEF II(ORIGINAL) - SHINERAY,REPUESTOS,SHINERAY,191.14,267.62,0
M00017,SN,BARRA TELESCOPICA PARA DISCO DE FRENO LT:940MM 0:31MM SUKIDA SKR200/SKR200S/M1R200R/M1R250(2012-2019)-MOTTOX,REPUESTOS,MOTTOX,79.46,111.25,1
M03422,SN,BARRA TELESCOPICA PARA DOBLE DISCO DE FRENO LT:780MM O:37MM SHINERAY CHIEF II /FACTORY FR300/SHIFT 500-MOTTOX,REPUESTOS,MOTTOX,78.22,108.8,0
310460611-0001,SN,BARRAS GP300 (ORIGINAL) - PROINTER,REPUESTOS,PROINTER S.A LONCIN,237.99,333.2,0
CB200ADV-016,SN,BARRAS TELESCOPICAS (I-D)ADVENTURE200(ORIGINAL)-DAYTONA,REPUESTOS,TODO MOTO,184,257.62,0
BVE00003,SN,BASE DE VELOCIDAD CON CABLE BAJAJ PULSAR200NS -ORIGINAL-IDIRSA,REPUESTOS,IDIRSA,10.71,15.01,0
BASE00014,SN,BASE PIÑON DE VELOCIMETRO EJE15MM BAJAJ PULSAR 200NS - MOTTOX,REPUESTOS,MOTTOX,6.6,9.25,0
070270008-KA071,SN,BOBINA CORONILLA 8M 2H 6PIN PULSER 2CABLES SKR200S - DK PARTS,REPUESTOS,DK PARTS,12.85,18,1
BOCI001,SN,BOCIN DE CATALINA REFORZADO KIT SHINERAY CHIEF II/FACTORY F370 - MOTTOX,REPUESTOS,MOTTOX,3.47,4.86,7
HD0015,SN,BOMBA DE FRENO DELANTERA GY200 - CAYAMBE IMPORTACIONES,REPUESTOS,CAYAMBE MOTOS IMPORTACIONES Y DISTRIBUCIONES,5.35,7.5,0
06.023.0020,SN,BOMBA DE FRENO DELANTERA NEG MATE GY200(2011);TUNDRA TD150CG(19-22);XY200GYENDURO200 -MOXAL,REPUESTOS,MOXAL,8.07,11.3,2
M01166,SN,BOMBA DE FRENO DELANTERO BAJAJ PULSAR 135LS - MOTTOX,REPUESTOS,MOTTOX,9.32,13.5,1
M03623,SN,BOMBA DE FRENO DELANTERO SHINERAY CHIEF II/FACTORY FR300/FR370-MOTTOX,REPUESTOS,MOTTOX,20.72,29.01,2
RNIJ-250505,SN,BOMBA DE FRENO NINJA CHIEF 2.5/3.0 (ORIGINAL) - SHINERAY,REPUESTOS,SHINERAY,35,49.01,3
BOMB014,SN,BOMBA DE FRENO POSTERIOR C/MANGUERA BAJAJ PULSAR 200NS - MOTTOX,REPUESTOS,MOTTOX,11.32,15.85,0
ADVREP088619,SN,BOMBA DE FRENO POSTERIOR CON MORDAZA (CALIPER ) (ORIGINAL) - TUKO,REPUESTOS,TUKO,25.92,45,1
06.023.0041,SN,BOMBA DE FRENO POSTERIOR GRIS DY250 SCORPIO(20-22) ; MOT.M1R250(20-23) - MOXAL,REPUESTOS,MOXAL,9.89,13.85,0
06.023.0012,SN,BOMBA DE FRENO POSTERIOR GRIS SKRS200SSTANDARD(2018);DY250 TEKKEN(15-18) - MOXAL,REPUESTOS,MOXAL,9.89,13.85,1
M00206,SN,BOMBA DE FRENO POSTERIOR INCLUYE MANGUERA SHINERAY XY200GY/RANGER200GY-8-MOTTOX,REPUESTOS,MOTTOX,9.89,13.85,0
7860001110763,SN,BOMBA DE FRENO POSTERIOR LONCIN PRO3 - EXTREME (RF10096),REPUESTOS,EXTREME,12.85,18,1
06.023.0030,SN,BOMBA DE FRENO POSTERIOR NEGRO BRILLANTE PULSAR 200NS-ENDURECE-MOXAL,REPUESTOS,MOXAL,11.78,16.5,1
06.023.0048,SN,BOMBA DE FRENO POSTERIOR RALLY 300 (20-23) - MOXAL,REPUESTOS,MOXAL,16.33,22.85,1
SUN-006,SN,BOMBA DE FRENO POSTERIOR SKR -CAYAMBE IMPORTACIONES,REPUESTOS,CAYAMBE MOTOS IMPORTACIONES Y DISTRIBUCIONES,7.49,10.5,0
BOYA010,SN,BOYA DE TANQUE DE GASOLINA 2PIN DAYTONA DY200 FORCE DS - MOTTOX,REPUESTOS,MOTTOX,4.71,6.6,1
